aid,name,oid,organization
2431,Ashkan Aazami,9225,University of Waterloo
2433,Behnaam Aazhang,14595,Rice University
2434,Ali Aazhar,13710,Old Dominion University
2435,Safae Aazou,12490,Faculté de Medécine & Pharmacie
2439,Miguel A. Abanades,5965,CES Universidad Felipe II
2441,Daniel E. Abasolo,15837,University of Surrey
2442,Jose Abasolo,17419,Universidad de los Andes
2443,Maria Jose Abasolo,2448,Universitat de les Illes Balears
2444,Aungsuda Ab-aim,13956,Phetchaburi Rajabhat University
2447,Masato Abe,11301,Kanagawa Institute of Technology
2449,Miklos Abert,2255,Alfred Renyi Institute of Mathematics HAS
2453,Ignasi Abio,18249,Universitat Politècnica de Catalunya
2454,Mohammad Syuhaimi Ab-Rahman,17111,Universiti Kebangsaan Malaysia
2459,Cristinel Ababei,13189,North Dakota State University
2460,D. A. Ababei,16469,Delft University of Technology
2463,Ahmad Ababnah,11762,Kansas State University
2470,Ismail Ababneh,4099,Al Al-Bayt University
2473,Jehad I. Ababneh,11250,Jordan University of Science & Technology
2475,Mohamed F. Ababneh,9970,Hashemite University
2477,Nedal Ababneh,16121,École Nationale Supérieure des Telecommunications (telecom-paris)
2479,Sufyan Y. Ababneh,13832,Ohio State University
2485,R. Ababou,1903,Institute of Fluid Mechanics of Toulouse
2489,Fakhreddine Ababsa,1838,Université de Evry Val d'Essonne
2492,Asma Ben Abacha,1717,UPR3251 Laboratoire d'Informatique pour la Mécanique et Les Sciences de l'Ingénieur
2495,Hamid R. Abachi,12781,Monash University
2497,H. Abaci,17155,University of Ulster
2499,Tolga Abaci,7588,École Polytechnique Fédérale de Lausanne
2500,Alvaro Jose Abackerli,17686,Universidade Metodista de Piracicaba
2501,Constantinos Abacoumkin,13566,National Technical University of Athens Greece
2505,Alberto Abad,2763,Consejo Superior de Investigaciones Científicas
2507,Ariel Alonso Abad,17023,Hasselt University (University of Limburg)
2511,Cristina L. Abad,7783,Escuela Superior Politécnica del Litoral
2516,Francisco Abad,2814,Universidad Autónoma de Madrid
2521,Ismael Abad,17365,Universidad Nacional de Educación a Distancia
2526,Javad Mohebbi Najm Abad,2814,Universidad Autónoma de Madrid
2527,Javier Abad,17172,Universidad de Murcia
2530,Jorge D. Abad,687,University of Illinois Urbana Champaign
2531,Jose-Alfredo Abad,18249,Universitat Politècnica de Catalunya
2534,Jose L. Abad,17172,Universidad de Murcia
2535,Juan J. Abad,1569,Institute of Cybernetics Tallinn University of Technology
2536,Manuel Abad,12439,McMaster University
2537,Manuel F. Abad,18325,Universidad Politécnica de Valencia
2538,Maria Pilar Estrela Abad,17015,Universidad de Granada
2539,Marina Abad,6939,Universidad de Deusto Deustuko Unibertsitatea
2542,Pablo Abad,2877,Universidad de Cantabria
2546,Pedro J. Abad,17036,Universidad de Huelva
2549,Prakash L. Abad,12439,McMaster University
2550,Rafael Moron Abad,2875,Telefónica Investigación y Desarrollo
2551,Raquel Cervigon Abad,16770,Universidad de Castilla la Mancha
2552,Raquel Viciana Abad,17087,Universidad de Jaén
2553,Saeedeh Lotfi Mohammad Abad,16899,Universidad Europea de Madrid
2555,Tomas Abad,16573,Universidad de Alcalá
2560,Maria M. Abad-Grau,17015,Universidad de Granada
2561,David Abadia-Gallego,138,Instituto Tecnológico de Aragón
2562,Pablo Abad-Manterola,5630,California Institute of Technology
2563,Soraya Abad-Mota,3939,University of New Mexico
2570,Gabriel Abadal,2869,Universitat Autònoma de Barcelona
2576,Maryam Nooraee Abadeh,11526,Khorramshahr University of Nautical Sciences and Technologies
2577,Mohammad Saniee Abadeh,12763,Tarbiat Modares University
2581,Aharon Abadi,20354,IBM
2585,Daniel J. Abadi,19433,Yale University
2589,Isa Nakhai Kamal Abadi,12763,Tarbiat Modares University
2592,Mahdi Abadi,12763,Tarbiat Modares University
2595,Martin Abadi,20355,Microsoft
2597,Mohamed Abadi,1856,Université de Poitiers
2599,Mohammad Shams Esfand Abadi,15617,Shahid Rajaee Teacher Training University
2600,Mohammed Abadi,683,Rochester Institute of Technology
2603,Moria Abadi,16045,Tel Aviv University
2604,R. Darvish Khalil Abadi,14787,Sadjad Institute of Higher Education
2611,Juan Abadia,18270,Universitat Pompeu Fabra
2613,Alexandre Abadie,1619,Institut National de la Recherche Agronomique INRA
2616,Fabienne Abadie,2763,Consejo Superior de Investigaciones Científicas
2618,Joel Abadie,1876,Université de Franche Comté
2619,Lana Abadie,1581,European Organization for Nuclear Research CERN
2622,Nathalie Abadie,1659,Institut Géographique National France
2626,Elissaveta Abadjieva,16469,Delft University of Technology
2630,Arash Abadpour,22760,Telecommunications Research Laboratories
2633,Mohammad Ebrahim Shiri,4935,Amirkabir University of Technology
2638,Pavel O. Abaev,14744,Peoples' Friendship University of Russia
2643,Sorin Abagiu,17879,Transilvania University
2645,Ruben Abagyan,476,Scripps Research Institute
2653,Mohammad Abaii,15837,University of Surrey
2655,Joseba Abaitua,6939,Universidad de Deusto Deustuko Unibertsitatea
2656,Aaron C. Abajian,16759,University of California Irvine
2659,Beatriz Sainz de Abajo,2425,Universidad de Valladolid
2660,E. Abajo,23043,University of Seville
2662,Nicolas de Abajo,17737,Universidad de Oviedo
2672,Abdurrahman Abakay,6988,Dicle University
2677,Eva G. Abal,18327,University of Queensland
2678,G. Abal,17965,Universidad de la República
2681,Carlos Abalde,16839,Universidade da Coruña
2684,Bulent Abali,20354,IBM
2685,Laura Aballay,18152,Universidad Nacional de San Juan
2687,Kokou Y. Abalo,7613,Erskine College
2691,Mohammad Ali Abam,17532,TU Dortmund University
2692,Inmaculada B. Aban,2867,University of Alabama Birmingham
2696,F. Henry Abanda,5459,Oxford Brookes University
2697,Gheith A. Abandah,11231,University of Jordan
2698,Abdelkrim Abane,18614,University of Twente
2701,A. V. Abanin,18758,Vladikavkaz Institute of Economics Management and Law
2702,Suhail Abanmi,3225,National ICT Australia
2703,Tenzile Berkin Abanoz,1551,Koc University
2705,Carlos A. Abanto-Valle,16977,Universidade Federal do Rio de Janeiro
2707,Abdulmohsen Abanumy,16881,University of East Anglia
2711,Sameera Abar,16294,Tohoku University
2713,Henry D. I. Abarbanel,775,University of California San Diego
2718,Saul Abarbanel,16045,Tel Aviv University
2719,Shiri Abarbanel,16088,Technion Israel Institute of Technology
2720,Yael Abarbanel,20534,Intel Corporation
2721,Yael Abarbanel-Vinov,20354,IBM
2729,Maria G. Abarca,14337,Pontificia Universidad Católica de Chile
2732,R. Abarca,2877,Universidad de Cantabria
2735,Jaime Pedro Abarca-Reyna,20388,Instituto Politécnico Nacional
2738,Ahmad Abareshi,14641,RMIT University
2739,Amir Atapour Abarghouei,3965,Universiti Teknologi Malaysia
2741,Carlos Abargues,17092,Universitat Jaume I
2748,Cristian Abaroa,14337,Pontificia Universidad Católica de Chile
2751,Andreas Abart,16513,Vienna University of Technology
2755,Snezhana I. Abarzhi,16754,University of Chicago
2757,Ahmad Fauzi Abas,16351,Universiti Putra Malaysia
2759,Fazly Salleh Abas,12746,Multimedia University
2763,Khairul Hamimah Abas,12503,Meiji University
2764,M. Amir Abas,17624,University of Kuala Lumpur
2767,S. J. Abas,5027,Bangor University
2770,Wan Abu Bakar Wan Abas,17169,University of Malaya
2772,Zoraini Wati Abas,7153,Demokritos University of Thrace
2778,Julio Abascal,2901,Universidad del País Vasco
2779,Policarpo Abascal,17737,Universidad de Oviedo
2780,Rocio Abascal-Mena,1847,Institut National des Sciences Appliquées de Lyon
2788,Chema Abasolo,2763,Consejo Superior de Investigaciones Científicas
2790,Ahmed Fahmy Abass,12093,University of Liverpool
2793,Oyindamola Abass,5477,Brunel University
2796,Obaid Abassi,1651,Institut de Recherche en Informatique et Systèmes Aléatoires
2800,Tamer A. Abassy,5189,Benha University
2802,Ade Abatan,5708,Clark Atlanta University
2804,Luca Abatangelo,13,Consiglio Nazionale delle Ricerche
2805,Vito Abatangelo,14160,Politecnico di Bari
2806,Alessandro Abate,16469,Delft University of Technology
2807,Andrea F. Abate,17807,Università degli Studi di Salerno
2810,Francesco Abate,14174,Politecnico di Torino
2811,Jason Abate,18561,University of Texas Austin
2812,Joseph Abate,18633,University of Vermont
2813,Leonardo Abate,17902,Università degli Studi di Trieste
2814,Marcey L. Abate,439,Sandia National Laboratories
2820,Pietro Abate,1678,UMR7126 Preuves Programmes et Systèmes
2821,Solomon Teferra Abate,1636,Institut Informatique et Mathématiques Appliquées de Grenoble
2823,Esteban S. Abati,17494,Universidad Nacional del Centro de la Provincia de Buenos Aires
2824,S. Abati,17696,Università degli Studi di Milano
2826,Cem Abatlevi,5297,Bilkent University
2828,Paulo Jose Abatti,18562,Universidade Tecnológica Federal do Paraná
2830,Theagenis J. Abatzoglou,351,National Institutes of Health United States
2831,Ali Abavisani,11011,Iran University of Science & Technology
2833,Djemal H. Abawajy,6840,Dalhousie University
2835,Jemal H. Abawajy,6898,Deakin University
2837,Daniel F. Abawi,9967,Hochschule für Technik und Wirtschaft des Saarlandes
2838,Baraki H. Abay,13127,North Carolina Central University
2841,Ghidewon Abay-Asmerom,18706,Virginia Commonwealth University
2844,M. Abayan,20354,IBM
2849,Bayme Abaydulla,11042,Iwate Prefectural University
2850,Yusup Abaydulla,19394,Xinjiang Normal University
2851,Alireza Abaye,15453,Southern Methodist University
2856,Ayman Abaza,552,West Virginia University
2858,Mahmoud Abaza,4844,Athabasca University
2860,Mohammed R. Abaza,4114,Arab Academy for Science & Technology and Maritime Transport
2868,Reza Abazari,17178,University of Mohaghegh Ardabili
2869,Zahra Abazari,10106,Islamic Azad University
2870,Ashraf Abazeed,16351,Universiti Putra Malaysia
2872,Alajdin Abazi,6573,European University
2873,Florin Abazi,17999,University of Vienna
2877,Lejla Abazi-Bexheti,15061,South Eastern European University
2878,Bernd Abb,20354,IBM
2881,Andrea Abba,14167,Politecnico di Milano
2884,Gabriel Abba,7489,École Nationale d'Ingénieurs de Metz
2886,Laura Abba,13,Consiglio Nazionale delle Ricerche
2889,Ahlem Abbaci,3152,National Physical Laboratory United Kingdom
2891,Faiza Abbaci,7454,École Nationale Supérieure des Mines de Saint Étienne
2892,Katia Abbaci,7563,École Nationale Supérieure Sciences Appliquees et de Technologie
2896,Mohammed Abbad,8869,Faculté des Sciences Rabat
2899,Ranjit Abbadasari,13710,Old Dominion University
2900,M. L. F. Abbade,14341,Pontificia Universidade Católica do Campinas
2901,Noureddine Abbadeni,18432,Université de Sherbrooke
2903,Daniele Abbadessa,18614,University of Twente
2906,Ahmed Abbadi,18017,Paul Verlaine University – Metz
2908,Amr El Abbadi,661,University of California Santa Barbara
2911,Imad M. Abbadi,13881,University of Oxford
2912,Jamal El Abbadi,7439,École Mohammadia d'Ingénieurs
2913,Laith Abbadi,18226,University of Ottawa
2919,Anna Abbagnale,17791,Università degli Studi di Roma La Sapienza
2928,Noor Abbani,4876,American University of Beirut
2931,Sofiane Abbar,1736,Université de Versailles Saint Quentin en Yvelines
2932,Ali Abbara,1636,Institut Informatique et Mathématiques Appliquées de Grenoble
2933,Chadi Abbara,1734,Assistance Publique Hôpitaux de Paris
2938,A. T. Abbas,11764,King Saud University
2941,Abdullah Abbas,6400,Concordia University
2943,Abdulwahed M. Abbas,5012,University of Balamand
2944,Adeel Abbas,20651,ABB
2948,Aisha Abbas,9131,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology
2950,Ala Abbas,16584,University of Akron
2952,Alaa M. Abbas,2281,University of Nis
2955,Ali E. Abbas,687,University of Illinois Urbana Champaign
2959,Ammar Abbas,16462,Technical University of Chemnitz
2965,Ash Mohammad Abbas,4569,Aligarh Muslim University
2969,Ayad R. Abbas,19045,Wuhan University
2972,B. S. Abbas,9584,University of Reading
2975,Claudia Jacy Barenco Abbas,18393,Universidad Simón Bolívar Venezuela
2978,Fawad Abbas,18400,University of Southern California
2981,Ghulam Abbas,9852,Liverpool Hope University
2983,Haider Abbas,3708,National University of Sciences and Technology Pakistan
2990,Hazem M. Abbas,3667,Ain Shams University
2994,Hossam Seddik Abbas,4913,Assiut University
2999,Ismail Abbas,18249,Universitat Politècnica de Catalunya
3000,Issam Abbas,18046,Université de Provence
3002,James J. Abbas,19513,University of York
3003,Jehanzeb Abbas,687,University of Illinois Urbana Champaign
3005,June M. Abbas,13856,University of Oklahoma
3006,Kaja Abbas,4445,Aga Khan University
3010,Karine Abbas,1345,Centre National de la Recherche Scientifique
3012,Khaled Abbas,17169,University of Malaya
3015,Laith K. Abbas,13375,Nanjing University of Science & Technology
3026,Mazlan Abbas,657,Texas A&M University
3028,Merza Abbas,18457,Universiti Sains Malaysia
3030,Mohamed Abbas,1311,University of Tokyo
3034,Mohsin Abbas,17908,University of Ulm
3035,Moncef Abbas,18062,Université Abou Bekr Belkaid Tlemcen
3037,Montasir M. Abbas,18029,Baghdad University
3038,Mostafa M. Abbas,17480,Università degli Studi di Camerino
3040,Mudassar Abbas,4104,Aalto University
3043,Muhammad Awais Abbas,18203,University of Ontario Institute of Technology
3046,Muhammad Zaheer Abbas,18224,University of Sargodha
3047,Mujahid Abbas,12217,Lahore University of Management Sciences
3050,Nadeem Abbas,4445,Aga Khan University
3051,Nadine Abbas,4876,American University of Beirut
3052,Naeem Abbas,6368,Colorado State University
3053,Naoman Abbas,13415,New Mexico State University
3055,Nassim Abbas,18503,Université des Sciences et de la Technologie Houari Boumediene
3057,Noura Abbas,3146,University of Southampton
3059,Paul J. Abbas,17062,University of Iowa
3060,Qaisar Abbas,10015,Huazhong University of Science & Technology
3062,Qamar Abbas,10722,Iqra University Islamabad
3063,Rafed Sabbar Abbas,5477,Brunel University
3066,Roba Abbas,18228,University of Wollongong
3069,S. E. Abbas,10449,Indian Institute of Technology Kanpur
3074,Safia Abbas,13307,Niigata University
3076,Salman H. Abbas,18188,University of Bahrain
3077,Shehla Abbas,1664,UMR5800 Laboratoire Bordelais de Recherche en Informatique
3080,Sohail Abbas,12095,Liverpool John Moores University
3083,Sulaiman M. Abbas,18029,Baghdad University
3086,Syed Aun Abbas,12217,Lahore University of Management Sciences
3089,Syed Muhammad Abbas,9746,Jonkoping University
3091,Syed Rahat Abbas,18656,University of Windsor
3094,Tanveer Abbas,4888,University of Auckland
3099,Vali Uddin Abbas,14133,Pakistan Navy Engineering College
3102,Waseem Abbas,9014,Georgia Institute of Technology
3106,Yasmine Abbas,3708,National University of Sciences and Technology Pakistan
3110,Zaheer Abbas,4445,Aga Khan University
3113,Ziaul Haq Abbas,17040,University of Agder
3115,Zulkifly Abbas,4445,Aga Khan University
3120,S. Abbasbandy,10458,Imam Khomeini International University
3121,Saeid Abbasbandy,10106,Islamic Azad University
3122,Ali-Azam Abbasfar,21998,Rambus
3129,Abdul Qudus Abbasi,15183,Sharif University of Technology
3130,Abdul Rehman Abbasi,4388,Asian Institute of Technology
3131,Abu Zafar Abbasi,13041,National University of Computer & Emerging Sciences Pakistan
3135,Ahmed Abbasi,18661,University of Wisconsin Milwaukee
3136,Ali Abbasi,16690,University of Calgary
3137,Alireza Abbasi,18520,University of Sydney
3139,Ameer Ahmed Abbasi,11476,King Fahd University of Petroleum & Minerals
3143,Babak Abbasi,14641,RMIT University
3144,Ebrahim Khalil Abbasi,8947,Facultes Universitaires Notre Dame de la Paix
3147,Eram Abbasi,5300,Bahria University Karachi Campus
3158,Hasan Abbasi,419,Oak Ridge National Laboratory
3161,Kashif Abbasi,4445,Aga Khan University
3162,M. Abbasi,4935,Amirkabir University of Technology
3165,Maryam Abbasi,18523,University of Tehran
3167,Mehdi Abbasi,15999,University of Tabriz
3168,Mohammad Ali Abbasi,4076,Arizona State University
3170,Mohammad Usaid Abbasi,18523,University of Tehran
3172,Morteza Abbasi,6059,Chalmers University of Technology
3175,Muhammad Sharif Abbasi,5477,Brunel University
3177,Naeem Abbasi,6400,Concordia University
3181,Qammer H. Abbasi,14456,Queen Mary University of London
3184,Rabeeh Abbasi,14437,Quaid-i-Azam University Islamabad
3189,S. A. Abbasi,14203,Pondicherry University
3193,Sadegh Abbasi,15837,University of Surrey
3197,Sarmad Abbasi,2977,University of Isfahan
3199,Seyed Hamid Reza Abbasi,15231,Shiraz University
3201,Shazia Abbasi,18939,University of Washington
3203,Shuja Ahmad Abbasi,11764,King Saud University
3206,Tanvir Ahmad Abbasi,1093,Jamia Millia Islamia
3207,Tariq Abbasi,4445,Aga Khan University
3208,Tehzeeb Ahmed Abbasi,1093,Jamia Millia Islamia
3210,Ubaid Abbasi,1664,UMR5800 Laboratoire Bordelais de Recherche en Informatique
3214,Zahra Abbasi,4076,Arizona State University
3216,Dariush Abbasi-Moghadam,11011,Iran University of Science & Technology
3217,David Abbasi-Perez,17737,Universidad de Oviedo
3218,Yasin Abbasi-Yadkori,16586,University of Alberta
3221,Ali Abbasian,18523,University of Tehran
3224,Houman Abbasian,18226,University of Ottawa
3226,Sadegh Abbasian,15231,Shiraz University
3227,Salman Abbasian-Naghneh,10106,Islamic Azad University
3229,Ali Abbasinasab,661,University of California Santa Barbara
3230,Fatemeh Abbasinejad,16729,University of California Davis
3236,Ehsan Abbasnejad,4632,Australian National University
3239,S. Abbasoglu,20403,Eastern Mediterranean University
3241,Ali M. Abbasov,7839,Tobb University of Economics and Technology
3242,Babek Abbasov,14435,Qafqaz University
3246,Ali Abbaspour,15183,Sharif University of Technology
3247,Amin Abbaspour,11011,Iran University of Science & Technology
3249,Karim C. Abbaspour,3001,Wasserforschungs Institut Eth-Bereichs
3250,Maghsoud Abbaspour,14946,Shahid Beheshti University Tehran
3251,Mohammad Hassan Abbaspour,18351,Urmia University
3254,Rahim Ali. Abbaspour,18523,University of Tehran
3255,Reza Abbaspour,18647,University of Vaasa
3257,Soroush Abbaspour,20354,IBM
3258,Mohammad Hossein Abbaspour-Fard,17166,Ferdowsi University of Mashhad
3266,Hussein A. Abbass,4632,Australian National University
3268,Jad F. Abbass,11966,Lebanese American University
3273,A. Abbassene,21068,Centre de Développement des Technologies Avancées
3287,Zeinab Abbassi,6375,Columbia University
3292,Mohammad Reza Abbasy,3965,Universiti Teknologi Malaysia
3293,Karim Abbaszade,11643,Khaje-Nassir-Toosi University of Technology
3296,Ayyoob D. Abbaszadeh,18228,University of Wollongong
3299,Masoud Abbaszadeh,16586,University of Alberta
3303,B. Abbate,17489,Università degli Studi di Cassino
3304,Carmine Abbate,17489,Università degli Studi di Cassino
3305,Giannandrea Abbate,16469,Delft University of Technology
3309,Janet Abbate,666,Virginia Polytechnic Institute and State University
3311,Luis Ricardo Sierra Abbate,17965,Universidad de la República
3312,M. G. Abbate,16972,Universidade Federal do Paraná
3314,Nunzio Abbate,17519,Università degli Studi di Catania
3316,Stefano Abbate,10540,Institute for Advanced Studies Lucca
3320,A. Abbati-Marescotti,17455,Università di Bologna
3322,Fabio Abbattista,17433,Università degli Studi di Bari
3325,Nicola Abbattista,17433,Università degli Studi di Bari
3329,Emmanuel Abbe,7588,École Polytechnique Fédérale de Lausanne
3332,Pieter Abbeel,566,University of California Berkeley
3337,David C. Abberley,15196,University of Sheffield
3338,Evelyn Abberton,3157,University College London
3344,Heithem Abbes,1824,Paris 13 University
3346,Marwen Abbes,17258,Université de Montreal
3348,Samy Abbes,1865,Centre Hospitalier Universitaire de Toulouse
3351,Wassim Abbessi,58,Réseau National Universitaire
3359,Craig K. Abbey,661,University of California Santa Barbara
3361,Jonathan Abbey,18561,University of Texas Austin
3367,Ruth Abbey,13173,University of Notre Dame
3372,Revlin Abbi,19008,University of Westminster
3375,A. Abbinante,14160,Politecnico di Bari
3376,Jana Abbing,16468,Darmstadt University of Technology
3377,David A. Abbink,16469,Delft University of Technology
3378,Erwin J. W. Abbink,18638,University of Tilburg
3380,Jane Abbiss,5660,University of Canterbury
3384,Roselyn Abbiw-Jackson,710,University of Maryland
3386,Anteneh Alemu Abbo,16469,Delft University of Technology
3390,Maysam F. Abbod,5477,Brunel University
3400,Fredrik Abbors,4140,Abo Akademi University
3401,Amin M. Abbosh,18327,University of Queensland
3409,A. Lynn Abbott,666,Virginia Polytechnic Institute and State University
3410,Alastair A. Abbott,4888,University of Auckland
3411,Albert G. Abbott,6253,Clemson University
3415,Andrew Abbott,16754,University of Chicago
3416,B. Abbott,13856,University of Oklahoma
3420,Ben A. Abbott,20779,Reliability and Engineering
3421,Carl Abbott,14827,University of Salford
3422,Carmen Abbott,12689,University of Missouri
3424,Christopher Abbott,5453,University of Bristol
3431,David Abbott,3206,Commonwealth Scientific and Industrial Research Organization
3434,David W. Abbott,6857,Dartmouth College
3437,Derek Abbott,4236,University of Adelaide
3445,H. L. Abbott,16586,University of Alberta
3450,Jake J. Abbott,11002,Indiana University/Purdue University Indianapolis
3453,John Abbott,20655,The Boeing Company
3455,Jonathon Abbott,14487,Queensland University of Technology
3459,Justin P. Abbott,5675,Carleton University
3460,Kathy H. Abbott,377,National Aeronautics and Space Administration United States
3463,Kenneth R. Abbott,20540,Xerox Corporation
3466,L. F. Abbott,6375,Columbia University
3468,Lesley Abbott,12745,Manchester Metropolitan University
3469,Louise C. Abbott,657,Texas A&M University
3472,M. R. Abbott,16469,Delft University of Technology
3474,Mark B. Abbott,737,University of Pittsburgh
3477,Michael Abbott,5465,Brown University
3479,Nike A. Abbott,9225,University of Waterloo
3480,Pamela Abbott,5477,Brunel University
3482,Patricia A. Abbott,11120,Johns Hopkins University
3487,Phillip Abbott,18646,University of Western Australia
3488,R. Abbott,5630,California Institute of Technology
3489,Reed S. Abbott,5591,Brigham Young University
3490,Rob Abbott,16811,University of California Santa Cruz
3493,Robert G. Abbott,439,Sandia National Laboratories
3494,Robert K. Abbott,13484,University of Nottingham
3496,Russ Abbott,5629,California State University los Angeles
3500,Timothy G. Abbott,568,Massachusetts Institute of Technology
3502,Travis E. Abbott,17270,University of Missouri Saint Louis
3504,William L. Abbott,405,Stanford University
3509,Ahmed Abbou,7439,École Mohammadia d'Ingénieurs
3511,Fouad Mohammed Abbou,4904,Al Akhawayn University Ifrane
3512,R. Ben Abbou,12490,Faculté de Medécine & Pharmacie
3519,Bouchra Abboud,1835,Université de Technologie de Compiegne
3524,George Abboud,3612,University of Louisville
3525,Hyam Abboud,18418,Université Saint Esprit de Kaslik
3526,J. H. Abboud,21743,Garyounis University
3528,K. Abboud,16955,University of Florida
3533,N. E. Abboud,4876,American University of Beirut
3534,Nicolas Abboud,1650,Muséum National d'Histoire Naturelle
3535,Osama Abboud,16468,Darmstadt University of Technology
3536,Patricia A. Abboud,16671,University of Cincinnati
3537,Pierre Bou Abboud,4876,American University of Beirut
3538,Rami Abboud,7144,University of Dundee
3540,Shimon Abboud,16045,Tel Aviv University
3545,Maria P. Abbracchio,17696,Università degli Studi di Milano
3549,F. Abbruzzese,17483,Università Campus Bio Medico di Roma
3563,Sophie S. Abby,1859,Claude Bernard University Lyon 1
3564,Ali A. Abbyasov,2639,Russian Academy of Sciences
3565,Antoine Abche,5012,University of Balamand
3567,Malika Abchiche,1667,UMR5505 Institut de Recherche en Informatique de Toulouse
3574,R. A. Abd-Alhameed,5421,University of Bradford
3576,Jamal Abd-Ali,18332,Université du Quebec Outaouais
3583,M. Azab Abd-Allah,4913,Assiut University
3585,Wael Abd-Almageed,710,University of Maryland
3588,Nadia Abd-Alsabour,5392,Bond University
3592,Mostafa I. H. Abd-El-Barr,11817,Kuwait University
3597,Salwa K. Abd-El-Hafiz,6658,Cairo University
3600,Michael Abd-El-Malek,964,Carnegie Mellon University
3601,Mina B. Abd-el-Malek,4885,American University in Cairo
3604,K. F. Abd-El-Rahman,3667,Ain Shams University
3613,Marwa M. Abd-Elghany,4114,Arab Academy for Science & Technology and Maritime Transport
3614,Walaa M. Abd-Elhafiez,15494,Sohag University
3615,W. M. Abd-Elhameed,6658,Cairo University
3619,Samir A. Abd-Elmalak,6368,Colorado State University
3620,Khaled Z. Abd-Elmoniem,351,National Institutes of Health United States
3623,Mohammed Abd-Elnaby,2281,University of Nis
3625,Emad Abd-Elrady,7306,University of Edinburgh
3632,M. Abd-lefdil,12490,Faculté de Medécine & Pharmacie
3636,Mohd. Kamil Abd-Rahman,17080,Universiti Teknologi Mara
3638,Amel Ben Abda,58,Réseau National Universitaire
3641,Daniel Duarte Abdala,17707,University of Münster
3643,Martha A. D. Abdala,152,Comando Geral de Tecnologia Aeroespacial
3645,Souhail Abdala,18226,University of Ottawa
3651,Waleed Abdalati,6364,University of Colorado Boulder
3653,Khaled Abdalgader,11965,La Trobe University
3655,Baker Abdalhaq,2869,Universitat Autònoma de Barcelona
3657,Abdelkebir Abdali,14456,Queen Mary University of London
3660,S. Kamal Abdali,421,US National Science Foundation
3661,Mohamed Abdalkader,9462,Haverford College
3666,Ahmad Abdalla,6375,Columbia University
3670,Aisha Hassan Abdalla,10452,International Islamic University Malaysia
3672,Areeg Abdalla,2867,University of Alabama Birmingham
3673,Ashraf Gasim Elsid Abdalla,6791,Cyberjaya University College of Medical Sciences
3674,Ayman Abdalla,15307,Taif University
3675,E. Abdalla,12672,Minia University
3676,Ghassan M. T. Abdalla,14113,University of Plymouth
3679,Hassan Abdalla,1528,De Montfort University
3680,Hassan Ismail Abdalla,11764,King Saud University
3681,Hisham AbdAlla,405,Stanford University
3684,Imadeddin Abdalla Abdalla,3942,University of Garyounis
3685,Isam Abdalla,18543,University of Texas Dallas
3687,Jamal A. Abdalla,4924,American University of Sharjah
3688,Karim Abdalla,568,Massachusetts Institute of Technology
3691,Khairedin Abdalla,11250,Jordan University of Science & Technology
3693,M. Fathy Abdalla,16351,Universiti Putra Malaysia
3695,M. M. Abdalla,11231,University of Jordan
3697,Mahmoud I. A. Abdalla,3565,Karolinska Institute
3698,Michel Abdalla,1750,École Normale Supérieure Paris
3702,Munir Abdalla,11612,Royal Military Academy
3703,Nadra Abdalla,18614,University of Twente
3708,Rifaat Abdalla,9157,York University
3721,Abdallah S. Abdallah,666,Virginia Polytechnic Institute and State University
3727,Adolf Abdallah,1692,UMR8022 Laboratoire d'Informatique Fondamentale de Lille
3729,Ahmed Abdallah,11476,King Fahd University of Petroleum & Minerals
3730,Ahmed Chamseddine Ben Abdallah,3612,University of Louisville
3733,Alaa A. Abdallah,6400,Concordia University
3736,Ali E. Abdallah,5139,Birmingham City University (University of Central England)
3742,Asma Ben Abdallah,16580,University of Aizu
3744,Ayman Abi Abdallah,4876,American University of Beirut
3746,Basem M. Abdallah,4001,University of Southern Denmark
3749,Chaouki T. Abdallah,3939,University of New Mexico
3750,Deema A. Abdallah,11966,Lebanese American University
3751,Emad Eddien Abdallah,9970,Hashemite University
3753,Fadi Abi Abdallah,7866,EURECOM Ecole d’Ingénieurs et Centre de Recherche en Télécommunications
3754,Fahed Abdallah,1835,Université de Technologie de Compiegne
3757,Firas Abdallah,18009,University of Maine
3759,Haiscam Abdallah,7449,École des Mines de Nantes
3764,Hassan H. Abdallah,18457,Universiti Sains Malaysia
3768,Hossam Abdallah,9325,George Washington University
3769,Imad Abdallah,21112,Computer Associates
3771,Imed Ben Abdallah,18656,University of Windsor
3773,Lina Abdallah,18033,University of Orléans
3775,Louay Abdallah,20623,TIMA Laboratory
3777,M. A. Nait Abdallah,19643,Zagazig University
3778,Maha Abdallah,1654,Laboratoire d'Informatique de Paris 6
3781,Michael Abdallah,4876,American University of Beirut
3783,Moatassem Abdallah,6658,Cairo University
3786,Mohamed H. Abdallah,6658,Cairo University
3787,Mohamed M. Abdallah,6658,Cairo University
3788,Mohammad Abdallah,7148,Durham University
3791,Moussa H. Abdallah,14314,Princess Sumaya University for Technology
3792,Muhammad E. Abdallah,377,National Aeronautics and Space Administration United States
3795,Nabil Ben Abdallah,58,Réseau National Universitaire
3796,Nada Abdallah,1657,UMR8623 Laboratoire de Recherche en Informatique
3799,Naoufel Ben Abdallah,1819,University of Toulouse
3804,Nizar Abdallah,6840,Dalhousie University
3806,Rainy M. Abdallah,4488,Alexandria University
